CVE-2015-0074,0.010219777235634577,1.5461607272677214E-4,0.02294079910422469,2.3326356610988493E-4,2.3407089963017647E-4,2.104956913763758E-4,5.411286551029955E-4,1.789383130438093E-4,0.0014491913415756673,0.0048778856044147615,2.460214151284648E-4,1.1809328402181472E-4,0.006798605659813526,1.711725885909862E-4,2.023884813741133E-4,0.08776211131249427,1.9095834052495968E-4,0.0010742982218188318,0.8598473001896084,4.0193126827144603E-4,2.7209197786723485E-4,1.6483276072702704E-4,4.2030273474451556E-4,1.2084434521217591E-4,2.1842157342679688E-4,2.8579509099504254E-4,1.632847940355594E-4,1.6466535064949014E-4,1.2962452076520717E-4,2.0708960609036153E-4
CVE-2015-0014,0.022045179003859435,0.951681542312416,4.362538174578415E-5,4.476261346597278E-5,4.823261279543928E-5,4.797863517128113E-4,9.344925619934102E-5,3.0701409077341665E-5,5.504088612838552E-5,4.109041746982975E-5,1.2066750804308194E-4,1.8848865991251432E-5,0.009863068338030934,2.1305166154959943E-4,3.462831422585566E-5,6.208963634402803E-5,4.180924495910281E-5,0.0021035668546880728,2.965567977301037E-5,6.711513000424494E-5,5.5856567209150446E-5,0.007167952824340907,1.9951208364986896E-4,2.0601608213338134E-5,3.7308848849886014E-5,0.005143998596852298,2.6441375742692246E-5,2.817605795090854E-5,1.6671410450809168E-4,3.552645420330807E-5
CVE-2014-9161,2.2261252198236212E-6,2.5547760837628114E-6,3.0088621405822953E-6,5.037326655275287E-6,1.2502737036292243E-6,-2.9409523609285335E-4,5.827981740260942E-6,2.6958819608134977E-6,0.18964572977363217,3.4824449341698365E-6,3.243929849083163E-6,1.4705883988709673E-4,7.51205531239864E-5,2.8780309508039512E-6,2.9575107005006773E-6,8.87708937666268E-7,1.1534832996412234E-4,2.2888126980456298E-6,0.8111337199634826,5.691844965781957E-6,4.881613053695429E-6,-1.0136128716971012E-4,-5.54771072904124E-4,2.8627804386484704E-7,-1.3396168134300745E-4,2.509195770198764E-6,2.2310392790903007E-6,2.426452532546304E-6,9.228909027151136E-5,-1.814433620717488E-4
CVE-2014-8460,5.694144747189325E-6,6.3186339733019616E-6,8.193221492277799E-6,1.8510216736082055E-4,2.1267748092822382E-4,7.782443580270813E-6,1.4562688014931266E-5,6.5135331899547E-4,4.195255453697841E-5,8.275487949981188E-6,0.002819004863281747,3.105127920829519E-4,2.2620906974735733E-4,8.582876203705102E-4,6.82394394305211E-6,8.291020959249582E-4,8.445290970189159E-6,6.975744871556423E-6,0.9928852157862581,1.4048183956523129E-5,9.590293839856096E-6,6.977432016956839E-6,1.3977893444996892E-5,1.0064732772621944E-5,1.9720919963775143E-5,9.518764139578437E-6,5.437642364412391E-6,2.0944499850429537E-4,6.003325904431954E-4,8.39719952374148E-6
CVE-2014-8457,5.694144747189325E-6,6.3186339733019616E-6,8.193221492277799E-6,1.8510216736082055E-4,2.1267748092822382E-4,7.782443580270813E-6,1.4562688014931266E-5,6.5135331899547E-4,4.195255453697841E-5,8.275487949981188E-6,0.002819004863281747,3.105127920829519E-4,2.2620906974735733E-4,8.582876203705102E-4,6.82394394305211E-6,8.291020959249582E-4,8.445290970189159E-6,6.975744871556423E-6,0.9928852157862581,1.4048183956523129E-5,9.590293839856096E-6,6.977432016956839E-6,1.3977893444996892E-5,1.0064732772621944E-5,1.9720919963775143E-5,9.518764139578437E-6,5.437642364412391E-6,2.0944499850429537E-4,6.003325904431954E-4,8.39719952374148E-6
CVE-2014-8439,1.33318205258631E-4,0.1605582279393619,2.830026786057101E-5,0.002402205858209481,1.5796645868253282E-4,1.825400889961013E-4,4.788312804449798E-5,2.0934476058388765E-5,0.0017993311937619058,2.8092404468875074E-5,3.014924900813697E-5,2.0209006649770265E-4,2.6084567609728933E-5,7.324941915161053E-5,2.3549728648528383E-5,5.468681775635545E-4,7.170774773191753E-5,2.3543170427110244E-5,0.4354232188406401,4.640218214290663E-5,0.1295615881920549,1.973431509919632E-5,4.922995739718582E-5,3.318389730745821E-5,2.1300454496966226E-4,3.30218478706429E-5,1.87951391158998E-5,0.057265246450563356,0.21057599276198752,4.045397235101423E-4
CVE-2014-6374,8.127768216594768E-4,7.729908408530264E-4,0.0016916424815376474,0.0015626962981678614,0.30532772490366616,0.0013321990326795295,0.006450412385181016,0.001037256210040725,0.0012240614770245139,0.0016589212056094809,0.0017416550874489972,6.352017189194893E-4,0.0014347651794359801,9.51769900626802E-4,0.0012530899899626659,0.10639397799750598,0.0011243476596731036,0.0012142369792407836,9.88031967578656E-4,0.5445724387235227,0.0020810572567373812,9.212317678191599E-4,0.006807109776962458,6.008978278261119E-4,0.0014099838741202186,0.0022992802006900717,8.384640619600235E-4,9.182920545227549E-4,6.51426332210966E-4,0.001292059986816613
CVE-2014-6366,8.127768216594768E-4,7.729908408530264E-4,0.0016916424815376474,0.0015626962981678614,0.30532772490366616,0.0013321990326795295,0.006450412385181016,0.001037256210040725,0.0012240614770245139,0.0016589212056094809,0.0017416550874489972,6.352017189194893E-4,0.0014347651794359801,9.51769900626802E-4,0.0012530899899626659,0.10639397799750598,0.0011243476596731036,0.0012142369792407836,9.88031967578656E-4,0.5445724387235227,0.0020810572567373812,9.212317678191599E-4,0.006807109776962458,6.008978278261119E-4,0.0014099838741202186,0.0022992802006900717,8.384640619600235E-4,9.182920545227549E-4,6.51426332210966E-4,0.001292059986816613
CVE-2014-6330,8.127768216594768E-4,7.729908408530264E-4,0.0016916424815376474,0.0015626962981678614,0.30532772490366616,0.0013321990326795295,0.006450412385181016,0.001037256210040725,0.0012240614770245139,0.0016589212056094809,0.0017416550874489972,6.352017189194893E-4,0.0014347651794359801,9.51769900626802E-4,0.0012530899899626659,0.10639397799750598,0.0011243476596731036,0.0012142369792407836,9.88031967578656E-4,0.5445724387235227,0.0020810572567373812,9.212317678191599E-4,0.006807109776962458,6.008978278261119E-4,0.0014099838741202186,0.0022992802006900717,8.384640619600235E-4,9.182920545227549E-4,6.51426332210966E-4,0.001292059986816613
CVE-2014-6329,0.0012900175681982758,0.0012303181798514163,0.002557244688037613,0.0023778629592404407,0.005324970314398383,0.0020508367625757347,0.007780809615375401,0.001626030501508939,0.0018938068643064333,0.0025123007264741233,0.002621376715312394,8.626316669667332E-4,0.0021997856834984186,0.0014984062442970178,0.0019407912082573635,0.002349893953839997,0.0017531961167164085,0.0018847318499451496,0.001553239260225075,0.929776046020216,0.003071986942197788,0.001452624301171268,0.008093608061762859,9.659943684096838E-4,0.002148511477192489,0.0033636393633424064,0.0013295164731268502,0.0014494515755487402,0.0010437147720245077,0.001996655765981905
