CVE-2015-0327,6.693340745743184E-5,0.002952153603779159,0.0025488026617249498,0.7272613659209799,3.729576113478378E-4,1.253602865165606E-5,1.2279094105895042E-4,4.273518689496869E-5,3.3825301578918236E-4,1.2626997915320958E-5,1.5336688423841073E-4,1.1984833691570886E-5,3.033954545310348E-4,8.825380118263146E-6,0.26340822179884116,2.4052147199128384E-5,4.836162727659349E-5,0.0022736502174587466,2.5532995672579343E-5,1.1453285373105943E-5
CVE-2015-0324,8.498014181051151E-5,0.0025412644047047715,0.0024543815811226754,0.7240379634824853,7.656074388245528E-5,3.844617235650941E-6,9.566940803088972E-5,5.8062282265309976E-5,4.540786643174939E-4,1.8709616372486345E-5,2.3954591755394905E-4,1.791519299531498E-5,4.2364829194229157E-4,1.2238398358273668E-5,0.26792095426110346,3.630060358188016E-5,7.254210206772284E-5,0.00140361851419468,3.067236676808346E-5,1.7049409206758995E-5
CVE-2015-0323,6.693340745743184E-5,0.002952153603779159,0.0025488026617249498,0.7272613659209799,3.729576113478378E-4,1.253602865165606E-5,1.2279094105895042E-4,4.273518689496869E-5,3.3825301578918236E-4,1.2626997915320958E-5,1.5336688423841073E-4,1.1984833691570886E-5,3.033954545310348E-4,8.825380118263146E-6,0.26340822179884116,2.4052147199128384E-5,4.836162727659349E-5,0.0022736502174587466,2.5532995672579343E-5,1.1453285373105943E-5
CVE-2015-0309,2.4323678499144697E-5,0.0012309237480801483,5.845599727657134E-4,0.8695867743635733,1.3650124444660513E-4,3.462104402571332E-6,7.222028851650997E-5,1.6272131981639484E-5,2.4124270436143736E-4,5.123084735413323E-6,7.762722002387014E-5,4.7453325438606305E-6,8.438184535444088E-5,4.230550783096226E-6,0.12660954619558495,9.127532224493954E-6,2.8663238146022636E-5,0.0012669075242633732,9.400385963076022E-6,3.9668537504939755E-6
CVE-2015-0307,9.99549182588503E-4,2.5771771166210736E-4,2.6411338539410667E-4,0.7629526543090636,0.18007555102340528,1.4323619536218493E-4,2.592485535702709E-4,6.278246357944782E-4,2.6679205435353153E-5,7.774401470628999E-6,0.018378139128302728,2.8695472432919137E-4,0.03342866744244129,4.4163933210133327E-4,7.101426606954813E-4,5.335861526163217E-4,3.278730430864699E-5,3.1553128020172795E-4,1.001936166760013E-4,1.5800975458078902E-4
CVE-2015-0304,2.4323678499144697E-5,0.0012309237480801483,5.845599727657134E-4,0.8695867743635733,1.3650124444660513E-4,3.462104402571332E-6,7.222028851650997E-5,1.6272131981639484E-5,2.4124270436143736E-4,5.123084735413323E-6,7.762722002387014E-5,4.7453325438606305E-6,8.438184535444088E-5,4.230550783096226E-6,0.12660954619558495,9.127532224493954E-6,2.8663238146022636E-5,0.0012669075242633732,9.400385963076022E-6,3.9668537504939755E-6
CVE-2015-0235,5.368715837261791E-4,0.1415893153605337,0.004365440003075986,0.001267654762298703,-5.545838549874743E-4,1.2492879303937699E-4,2.5284012015079583E-4,0.0015427415091953949,0.2280406572817742,0.0015129816179519408,2.3069126712805564E-5,0.002747188343051833,0.019954484539381673,2.383829701486805E-4,0.5938301708601547,8.191281761270051E-5,0.00159679602489424,0.0019326193242136746,3.234719295164579E-5,8.841816241194335E-4
CVE-2014-9163,6.1014784715581295E-5,0.0015017758219489834,0.6030513077315443,0.0042872322802842795,5.808223854257942E-5,2.3381204674543573E-6,2.4340624486259434E-5,3.697589163648584E-5,7.371911060519331E-4,8.919917015893053E-6,3.941317523436953E-5,1.4340764253549197E-5,3.3878986857320477E-4,7.374560464655148E-7,0.1369606781308019,2.9415109304464784E-5,6.907264825842665E-5,0.25274080381966946,2.362330731266638E-5,1.3947203851890936E-5
CVE-2014-9112,0.244702628019811,4.159509446488578E-4,1.9185619167629288E-4,7.494646484362324E-5,7.541072610457981E-4,3.1677075251430615E-4,4.957028236058074E-4,0.001090921213378216,0.010745011981042281,1.757582856096281E-4,5.457768554269235E-4,4.524956754293301E-4,5.192831383403862E-4,2.732148124038971E-4,0.3951359046898755,0.0010827869358961825,6.461897556932359E-5,3.2175252756547554E-4,1.0326616790269051E-4,0.3425372462834147
CVE-2014-8884,3.5841089180134293E-4,5.2796799342671996E-5,2.7855113012367348E-5,2.681560789977078E-6,4.403792917278545E-5,2.606234218891362E-4,1.54269307062632E-4,2.8944602765501305E-4,0.9133511917265169,3.223457604428243E-4,5.183625669188565E-5,2.2376517822960087E-4,1.1357122192219885E-4,2.970452479700996E-4,6.717143525519203E-4,2.923574646466512E-4,2.4058875393104546E-4,2.8313356987552466E-5,3.2682756716244214E-5,0.08318446687266724
