CVE-2015-0327,2.0274328077614522E-4,0.0017157017438620477,0.0024135776046721475,6.266833136381271E-4,2.3054518665182458E-4,2.652929010152392E-5,2.2486967264163328E-5,1.52235925332601E-6,5.23861127955858E-5,1.4187877100706235E-4,9.651099096167498E-4,2.3914328953537426E-5,2.466169734867895E-4,1.528569143934493E-5,2.5330574320664302E-5,3.5348799123153663E-6,4.287415819904938E-5,8.336022065132038E-4,2.4618463691794323E-4,2.550125322774236E-5,0.6957492750849686,0.007446159041559417,2.133745248908913E-6,2.0413145491328993E-4,2.1286621706231478E-5,6.146282950850076E-5,0.28724469048397155,5.961664755611579E-5,1.4000339878269104E-4,0.001209231449175424
CVE-2015-0324,2.7026762428824255E-4,0.001371107109144836,0.0019463733717574139,5.433646068037719E-4,2.877001108668013E-4,4.081119274492663E-5,3.330231014447458E-5,2.1848890039048705E-6,7.934739411613365E-5,2.9977501843640053E-5,0.001629377929492809,3.545928272913373E-5,2.530908722121563E-4,2.2965574421736164E-5,3.71379709770145E-5,5.156508657135464E-6,5.7236779567973514E-5,6.396832593989072E-4,4.160775949623804E-4,3.823203349033977E-5,0.6843610882681254,0.009323221781761164,3.0582937508017294E-6,3.297649905996243E-4,3.175028629338057E-5,1.1110706614026042E-5,0.29641639045642254,9.085990373523556E-5,2.119513113666777E-4,0.001481950084707406
CVE-2015-0323,2.0274328077614522E-4,0.0017157017438620477,0.0024135776046721475,6.266833136381271E-4,2.3054518665182458E-4,2.652929010152392E-5,2.2486967264163328E-5,1.52235925332601E-6,5.23861127955858E-5,1.4187877100706235E-4,9.651099096167498E-4,2.3914328953537426E-5,2.466169734867895E-4,1.528569143934493E-5,2.5330574320664302E-5,3.5348799123153663E-6,4.287415819904938E-5,8.336022065132038E-4,2.4618463691794323E-4,2.550125322774236E-5,0.6957492750849686,0.007446159041559417,2.133745248908913E-6,2.0413145491328993E-4,2.1286621706231478E-5,6.146282950850076E-5,0.28724469048397155,5.961664755611579E-5,1.4000339878269104E-4,0.001209231449175424
CVE-2015-0309,5.7690140760086135E-5,7.125432947115339E-4,7.233259751919052E-4,3.882261399672794E-4,7.370583039640482E-5,7.483918320309256E-6,1.0896040708806254E-5,3.6139117037254266E-7,2.6135143696671545E-5,3.712730320570692E-5,2.824507123229123E-4,1.3760184663822677E-5,6.553105152095148E-5,4.582763096523309E-6,7.576414685447363E-6,9.89145511728828E-7,3.0322404134788543E-5,4.553432431880199E-4,7.492417502477599E-5,8.870692451980643E-6,0.8288833317626895,0.002257966023509491,5.210349685025508E-7,1.0916556431712608E-4,7.398720871164138E-6,1.754403989555848E-5,0.16536119363777557,1.9507416403055227E-5,3.895636198064933E-5,3.225694728595827E-4
CVE-2015-0307,3.6485229324085996E-4,2.473440539557846E-4,2.5639260016021675E-4,2.242179012166774E-4,0.2104752302308211,1.8230600458666086E-4,7.670448744260004E-4,3.891954260910531E-6,1.2754655814352408E-4,6.740806778123978E-6,3.435590590897495E-4,0.001321402949226648,5.780475828436162E-5,4.1208398461691577E-4,2.7033237559025787E-4,1.5903681446785602E-4,3.3435826436122655E-5,1.5542304553041453E-4,0.0014922967824490142,5.877529270334973E-5,0.7789229707622015,6.384477967057983E-4,2.2070708080469076E-4,0.0010473002866770323,3.694499616789491E-4,1.6683002135001456E-4,9.906114266402027E-5,1.342285898396145E-4,2.441016021664831E-5,0.0014168760318773932
CVE-2015-0304,5.7690140760086135E-5,7.125432947115339E-4,7.233259751919052E-4,3.882261399672794E-4,7.370583039640482E-5,7.483918320309256E-6,1.0896040708806254E-5,3.6139117037254266E-7,2.6135143696671545E-5,3.712730320570692E-5,2.824507123229123E-4,1.3760184663822677E-5,6.553105152095148E-5,4.582763096523309E-6,7.576414685447363E-6,9.89145511728828E-7,3.0322404134788543E-5,4.553432431880199E-4,7.492417502477599E-5,8.870692451980643E-6,0.8288833317626895,0.002257966023509491,5.210349685025508E-7,1.0916556431712608E-4,7.398720871164138E-6,1.754403989555848E-5,0.16536119363777557,1.9507416403055227E-5,3.895636198064933E-5,3.225694728595827E-4
CVE-2015-0235,4.043070769375962E-4,0.18037586218146895,0.003924790649040452,0.002229870050265432,2.9105972276213636E-4,2.578291403522903E-4,-2.736429393833156E-4,1.9453143719884243E-4,0.0019948830258594862,0.0015727764497629635,1.409504647332982E-5,0.10634383817392389,0.004789833658351499,3.952314554312676E-4,0.25945600275745284,6.878986961480634E-6,8.203344233370269E-4,0.0035374696164486596,0.0025184087013186657,0.0018187785887198338,4.539818868648911E-4,0.00289106214007721,2.58043612363518E-4,9.215699412099523E-4,1.2736071065780338E-4,1.4357695025789697E-4,0.40384600391917225,9.162400805834067E-4,0.018619347983164232,0.00114967457296553
CVE-2014-9163,5.515065084142615E-5,9.027523967502152E-4,0.3191916936179315,4.0111337717959456E-4,2.8348316294137925E-5,3.653975254789124E-5,2.2956441382855184E-5,1.6125253131124E-6,8.087245140671559E-5,7.227380665278613E-6,4.9909429164299556E-5,2.0475331823918575E-5,1.90342886347025E-4,1.244317575937312E-6,6.263538349978728E-6,4.043484574435364E-6,6.747351897214641E-5,4.7496262911555826E-4,3.742325511171111E-4,3.311537220220939E-5,0.21825500002841208,0.17705227569760065,2.4314657335418864E-6,1.9169963488946198E-4,5.217881963122549E-6,9.563481375585348E-6,0.2823285693163395,4.89068613153981E-5,5.23233760898277E-5,1.0368228672534587E-4
CVE-2014-9112,6.941071063202197E-4,1.6612684507569408E-4,8.020510768139525E-5,4.6453779124500347E-5,5.964984932729573E-4,1.8214607705077654E-4,2.0800485981238697E-4,1.042370422074401E-4,3.3125161178762687E-4,4.980560692542016E-4,1.120245872190125E-4,0.002552762820816026,2.716401450726015E-4,1.5014096910042675E-4,1.3701277488301384E-4,6.51591706680891E-4,5.1001807368778876E-5,1.1549543385107555E-4,3.3007601831857057E-4,4.328496912661787E-4,8.475189303647236E-5,7.283914431612288E-5,0.0010794369870352912,0.20853133309674166,0.001943725845758045,6.180805289441783E-4,0.34308099233601574,0.4362404741856725,2.5826756885038375E-4,3.784154674658345E-4
CVE-2014-8884,2.1618654386818749E-4,6.356438370024988E-5,8.00346085459853E-6,5.113181033486207E-6,1.2078049307652867E-4,4.316749358211498E-4,9.539245395008249E-5,1.8219675585376725E-4,1.2083561033113964E-4,0.062340337189260964,6.977832411333949E-5,2.4888271070328075E-4,4.6259903276691316E-4,7.412082880040018E-4,7.613860653404121E-5,2.4377464803860803E-4,5.376335176506823E-4,4.2602604569858615E-5,5.6936022000873676E-6,0.0021052510539825045,3.860388460169518E-6,6.596410149798517E-6,1.634471309482916E-4,3.042354893931536E-5,4.283613494890866E-4,7.583300067777641E-6,0.23735092720888035,0.23605792821160865,0.4577788383668328,5.438668831017045E-5
